    TIME,    CASE,    FLAP,     AOA,   AOAHT, AOAGUST,    BETA,   THETA,     PHI,     ALT,     EAS,    MACH,   P_CMD,   R_CMD,   Y_CMD,     ELE,     AIL,     RUD,    ETAB,    FZWB,    FZHT,    FYVT,      NX,      NY,      NZ,       Q,      QP,       P,      PP,       R,      RP,       U,       V,       W
   13.16,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.17,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.18,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.19,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.20,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.21,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.22,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.23,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.24,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.25,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.26,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.27,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.28,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.29,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.30,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.31,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.32,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.33,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.34,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.35,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.36,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.37,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.38,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.39,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.40,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.41,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.42,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.43,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.44,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.45,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.46,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.47,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.48,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.49,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.50,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.51,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.52,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.53,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.54,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.55,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.56,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.57,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.58,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.59,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.60,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.61,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.62,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.63,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.64,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.65,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.66,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.67,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.68,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.69,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.70,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.71,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.72,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.73,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.74,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.75,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.76,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.77,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.78,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.79,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.80,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.81,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
   13.82,10000001,    0.00,     NaN,     NaN,   0.000,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,  -1.000,   0.000,   0.000, -27.000,   0.000,   0.000,   2.265,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,     NaN,
